ID_Producto,Descripción,Cantidad,Precio_Unitario,Fecha_de_Venta,Color,Tamaño,Canal_de_Venta,Marca,Proveedor,Pais_de_Origen,Material
P0384,Vestido estampado,19,26.11,2024-01-16 23:00:00,Rojo,L,Online,Urban Trends,Global Textiles Inc.,China,Algodón
P0385,Vestido estampado,28,31.77,2024-01-17 00:00:00,Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Lana
P0386,Zapatos de cuero,10,59.67,2024-01-17 01:00:00,Azul,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Cuero
P0387,Zapatos de cuero,27,93.73,2024-01-17 02:00:00,Blanco,XL,Tienda física,Classic Elegance,Global Textiles Inc.,México,Poliéster
P0388,Zapatos de cuero,13,61.65,2024-01-17 03:00:00,Verde,XL,Online,Urban Trends,Eco Fabrics Ltd.,India,Algodón
P0389,Zapatos de cuero,2,31.91,2024-01-17 04:00:00,Verde,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Denim
P0390,Zapatos de cuero,22,49.64,2024-01-17 05:00:00,Azul,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Cuero
P0391,Vestido estampado,20,45.14,2024-01-17 06:00:00,Rojo,S,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Lana
P0392,Bufanda de lana,43,14.19,2024-01-17 07:00:00,Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Denim
P0393,Zapatos de cuero,5,55.96,2024-01-17 08:00:00,Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0394,Bufanda de lana,6,21.34,2024-01-17 09:00:00,Azul,XL,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Denim
P0395,Bufanda de lana,35,85.8,2024-01-17 10:00:00,Azul,M,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Lana
P0396,Pantalón denim,1,59.41,2024-01-17 11:00:00,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Poliéster
P0397,Pantalón denim,35,86.01,2024-01-17 12:00:00,Rojo,M,Online,Urban Trends,HighTech Materials S.A.,India,Lana
P0398,Camiseta algodón,3,96.04,2024-01-17 13:00:00,Verde,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Algodón
P0399,Pantalón denim,36,94.89,2024-01-17 14:00:00,Azul,S,Online,Urban Trends,Eco Fabrics Ltd.,México,Lana
P0400,Zapatos de cuero,7,19.04,2024-01-17 15:00:00,Blanco,S,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Denim
P0401,Bufanda de lana,29,95.03,2024-01-17 16:00:00,Blanco,M,Online,Urban Trends,Eco Fabrics Ltd.,México,Algodón
P0402,Camiseta algodón,15,81.62,2024-01-17 17:00:00,Blanco,L,Online,Urban Trends,HighTech Materials S.A.,México,Algodón
P0403,Pantalón denim,11,79.99,2024-01-17 18:00:00,Verde,M,Online,Urban Trends,Global Textiles Inc.,Turquía,Cuero
P0404,Vestido estampado,18,18.11,2024-01-17 19:00:00,Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Denim
P0405,Camiseta algodón,44,26.16,2024-01-17 20:00:00,Blanco,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Denim
P0406,Zapatos de cuero,4,97.76,2024-01-17 21:00:00,Verde,S,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0407,Bufanda de lana,24,29.2,2024-01-17 22:00:00,Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Lana
P0408,Zapatos de cuero,11,25.21,2024-01-17 23:00:00,Negro,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Lana
P0409,Zapatos de cuero,6,42.61,2024-01-18 00:00:00,Azul,XL,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Denim
P0410,Vestido estampado,18,92.2,2024-01-18 01:00:00,Verde,XL,Online,Urban Trends,Eco Fabrics Ltd.,México,Lana
P0411,Vestido estampado,15,52.86,2024-01-18 02:00:00,Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Denim
P0412,Bufanda de lana,3,92.85,2024-01-18 03:00:00,Negro,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Algodón
P0413,Pantalón denim,17,40.09,2024-01-18 04:00:00,Verde,S,Online,Urban Trends,Eco Fabrics Ltd.,India,Lana
P0414,Zapatos de cuero,33,30.39,2024-01-18 05:00:00,Verde,XL,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Lana
P0415,Pantalón denim,34,54.57,2024-01-18 06:00:00,Verde,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Denim
P0416,Bufanda de lana,30,65.39,2024-01-18 07:00:00,Blanco,M,Online,Urban Trends,Global Textiles Inc.,India,Denim
P0417,Zapatos de cuero,19,45.23,2024-01-18 08:00:00,Rojo,L,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Poliéster
P0418,Pantalón denim,9,41.14,2024-01-18 09:00:00,Blanco,M,Tienda física,Classic Elegance,Global Textiles Inc.,China,Lana
P0419,Zapatos de cuero,40,29.63,2024-01-18 10:00:00,Negro,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Cuero
P0420,Vestido estampado,44,34.75,2024-01-18 11:00:00,Negro,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Denim
P0421,Vestido estampado,31,70.58,2024-01-18 12:00:00,Negro,S,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Cuero
P0422,Camiseta algodón,27,43.29,2024-01-18 13:00:00,Verde,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Algodón
P0423,Bufanda de lana,47,17.18,2024-01-18 14:00:00,Azul,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0424,Pantalón denim,25,22.43,2024-01-18 15:00:00,Blanco,XL,Online,Urban Trends,Global Textiles Inc.,China,Cuero
P0425,Zapatos de cuero,7,43.51,2024-01-18 16:00:00,Azul,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Algodón
P0426,Camiseta algodón,48,93.21,2024-01-18 17:00:00,Rojo,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Cuero
P0427,Bufanda de lana,7,44.11,2024-01-18 18:00:00,Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Poliéster
P0428,Bufanda de lana,20,15.46,2024-01-18 19:00:00,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Poliéster
P0429,Bufanda de lana,44,47.62,2024-01-18 20:00:00,Negro,L,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Algodón
P0430,Pantalón denim,49,70.19,2024-01-18 21:00:00,Rojo,S,Online,Urban Trends,Global Textiles Inc.,China,Cuero
P0431,Vestido estampado,43,63.42,2024-01-18 22:00:00,Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Cuero
P0432,Camiseta algodón,36,35.09,2024-01-18 23:00:00,Azul,XL,Online,Urban Trends,HighTech Materials S.A.,Turquía,Cuero
P0433,Pantalón denim,19,71.93,2024-01-19 00:00:00,Verde,M,Online,Urban Trends,Global Textiles Inc.,México,Algodón
P0434,Zapatos de cuero,2,66.76,2024-01-19 01:00:00,Negro,S,Online,Urban Trends,Global Textiles Inc.,México,Cuero
P0435,Pantalón denim,34,25.5,2024-01-19 02:00:00,Verde,XL,Online,Urban Trends,Global Textiles Inc.,China,Denim
P0436,Zapatos de cuero,17,24.59,2024-01-19 03:00:00,Blanco,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Cuero
P0437,Zapatos de cuero,24,59.25,2024-01-19 04:00:00,Rojo,M,Online,Urban Trends,Eco Fabrics Ltd.,China,Denim
P0438,Bufanda de lana,9,69.35,2024-01-19 05:00:00,Verde,M,Online,Urban Trends,Eco Fabrics Ltd.,India,Poliéster
P0439,Pantalón denim,1,96.57,2024-01-19 06:00:00,Verde,M,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Denim
P0440,Vestido estampado,42,47.97,2024-01-19 07:00:00,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Poliéster
P0441,Zapatos de cuero,28,78.84,2024-01-19 08:00:00,Azul,L,Online,Urban Trends,Global Textiles Inc.,India,Algodón
P0442,Bufanda de lana,15,20.49,2024-01-19 09:00:00,Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Poliéster
P0443,Vestido estampado,21,90.06,2024-01-19 10:00:00,Blanco,M,Online,Urban Trends,HighTech Materials S.A.,India,Poliéster
P0444,Pantalón denim,15,66.98,2024-01-19 11:00:00,Azul,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Cuero
P0445,Vestido estampado,23,66.61,2024-01-19 12:00:00,Blanco,XL,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Lana
P0446,Pantalón denim,2,22.82,2024-01-19 13:00:00,Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Poliéster
P0447,Zapatos de cuero,46,13.56,2024-01-19 14:00:00,Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Denim
P0448,Camiseta algodón,36,73.13,2024-01-19 15:00:00,Azul,M,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Algodón
P0449,Camiseta algodón,9,20.54,2024-01-19 16:00:00,Verde,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Denim
P0450,Zapatos de cuero,2,21.43,2024-01-19 17:00:00,Verde,S,Online,Urban Trends,Eco Fabrics Ltd.,México,Algodón
P0451,Vestido estampado,2,26.88,2024-01-19 18:00:00,Azul,XL,Tienda física,Classic Elegance,Global Textiles Inc.,India,Denim
P0452,Pantalón denim,18,18.8,2024-01-19 19:00:00,Blanco,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Poliéster
P0453,Camiseta algodón,17,66.29,2024-01-19 20:00:00,Verde,L,Online,Urban Trends,Eco Fabrics Ltd.,México,Lana
P0454,Pantalón denim,41,47.98,2024-01-19 21:00:00,Rojo,L,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Poliéster
P0455,Zapatos de cuero,8,33.95,2024-01-19 22:00:00,Azul,XL,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Cuero
P0456,Vestido estampado,34,49.67,2024-01-19 23:00:00,Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Denim
P0457,Pantalón denim,34,85.97,2024-01-20 00:00:00,Rojo,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Lana
P0458,Vestido estampado,5,93.44,2024-01-20 01:00:00,Negro,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Denim
P0459,Camiseta algodón,44,53.87,2024-01-20 02:00:00,Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Cuero
P0460,Pantalón denim,29,61.01,2024-01-20 03:00:00,Rojo,M,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Cuero
P0461,Bufanda de lana,28,33.15,2024-01-20 04:00:00,Negro,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Cuero
P0462,Camiseta algodón,16,56.22,2024-01-20 05:00:00,Negro,M,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0463,Vestido estampado,14,77.33,2024-01-20 06:00:00,Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Poliéster
P0464,Zapatos de cuero,2,54.29,2024-01-20 07:00:00,Blanco,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Lana
P0465,Bufanda de lana,40,37.19,2024-01-20 08:00:00,Negro,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Cuero
P0466,Pantalón denim,4,62.38,2024-01-20 09:00:00,Blanco,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Poliéster
P0467,Camiseta algodón,41,95.2,2024-01-20 10:00:00,Azul,L,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Algodón
P0468,Pantalón denim,31,89.92,2024-01-20 11:00:00,Blanco,XL,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Algodón
P0469,Pantalón denim,26,79.23,2024-01-20 12:00:00,Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Poliéster
P0470,Bufanda de lana,27,34.86,2024-01-20 13:00:00,Negro,L,Tienda física,Classic Elegance,Global Textiles Inc.,México,Lana
P0471,Bufanda de lana,34,31.74,2024-01-20 14:00:00,Negro,L,Online,Urban Trends,Global Textiles Inc.,México,Denim
P0472,Bufanda de lana,31,85.47,2024-01-20 15:00:00,Azul,S,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Cuero
P0473,Bufanda de lana,48,26.32,2024-01-20 16:00:00,Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Poliéster
P0474,Zapatos de cuero,11,64.51,2024-01-20 17:00:00,Blanco,L,Online,Urban Trends,Global Textiles Inc.,Turquía,Lana
P0475,Vestido estampado,8,49.5,2024-01-20 18:00:00,Rojo,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Denim
P0476,Bufanda de lana,12,52.12,2024-01-20 19:00:00,Negro,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Lana
P0477,Camiseta algodón,35,50.91,2024-01-20 20:00:00,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Denim
P0478,Pantalón denim,45,91,2024-01-20 21:00:00,Blanco,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Algodón
P0479,Bufanda de lana,34,17.84,2024-01-20 22:00:00,Negro,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Denim
P0480,Camiseta algodón,13,80.46,2024-01-20 23:00:00,Azul,S,Online,Urban Trends,Global Textiles Inc.,India,Algodón
P0481,Zapatos de cuero,27,85.15,2024-01-21 00:00:00,Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Cuero
P0482,Camiseta algodón,8,94.86,2024-01-21 01:00:00,Blanco,L,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Poliéster
P0483,Camiseta algodón,47,50.73,2024-01-21 02:00:00,Verde,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Algodón
P0484,Zapatos de cuero,21,55.01,2024-01-21 03:00:00,Azul,XL,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Lana
P0485,Zapatos de cuero,41,96.52,2024-01-21 04:00:00,Negro,M,Online,Urban Trends,Eco Fabrics Ltd.,China,Denim
P0486,Pantalón denim,11,51.26,2024-01-21 05:00:00,Rojo,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Lana
P0487,Bufanda de lana,22,55.32,2024-01-21 06:00:00,Negro,XL,Online,Urban Trends,HighTech Materials S.A.,China,Algodón
P0488,Camiseta algodón,21,39.9,2024-01-21 07:00:00,Blanco,XL,Tienda física,Classic Elegance,Global Textiles Inc.,India,Lana
P0489,Vestido estampado,28,12.85,2024-01-21 08:00:00,Blanco,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Denim
P0490,Vestido estampado,3,48.97,2024-01-21 09:00:00,Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Poliéster
P0491,Pantalón denim,7,68.96,2024-01-21 10:00:00,Azul,XL,Online,Urban Trends,Global Textiles Inc.,India,Lana
P0492,Vestido estampado,14,72.1,2024-01-21 11:00:00,Blanco,XL,Tienda física,Classic Elegance,Global Textiles Inc.,China,Cuero
P0493,Pantalón denim,15,10.59,2024-01-21 12:00:00,Azul,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Denim
P0494,Bufanda de lana,9,82.09,2024-01-21 13:00:00,Azul,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Denim
P0495,Pantalón denim,43,54.32,2024-01-21 14:00:00,Negro,S,Online,Urban Trends,HighTech Materials S.A.,Turquía,Cuero
P0496,Zapatos de cuero,7,56.87,2024-01-21 15:00:00,Azul,S,Online,Urban Trends,Global Textiles Inc.,China,Algodón
P0497,Zapatos de cuero,12,96.56,2024-01-21 16:00:00,Blanco,M,Tienda física,Classic Elegance,Global Textiles Inc.,India,Cuero
P0498,Zapatos de cuero,19,35.6,2024-01-21 17:00:00,Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Algodón
P0499,Zapatos de cuero,27,78.55,2024-01-21 18:00:00,Verde,M,Online,Urban Trends,Global Textiles Inc.,Turquía,Poliéster
P0500,Zapatos de cuero,18,61.73,2024-01-21 19:00:00,Azul,L,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Algodón
P0501,Zapatos de cuero,13,73.07,2024-01-21 20:00:00,Verde,M,Online,Urban Trends,Global Textiles Inc.,China,Poliéster
P0502,Zapatos de cuero,43,47.6,2024-01-21 21:00:00,Negro,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Poliéster
P0503,Zapatos de cuero,1,35.13,2024-01-21 22:00:00,Verde,XL,Online,Urban Trends,Eco Fabrics Ltd.,China,Cuero
P0504,Zapatos de cuero,38,59.15,2024-01-21 23:00:00,Azul,S,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Poliéster
P0505,Bufanda de lana,21,43.74,2024-01-22 00:00:00,Blanco,L,Online,Urban Trends,Eco Fabrics Ltd.,India,Algodón
P0506,Zapatos de cuero,34,30.06,2024-01-22 01:00:00,Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Lana
P0507,Pantalón denim,13,85.53,2024-01-22 02:00:00,Azul,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Denim
P0508,Bufanda de lana,45,52.82,2024-01-22 03:00:00,Negro,M,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Denim
P0509,Vestido estampado,41,86.26,2024-01-22 04:00:00,Rojo,L,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Algodón
P0510,Camiseta algodón,23,52.66,2024-01-22 05:00:00,Azul,L,Online,Urban Trends,HighTech Materials S.A.,Turquía,Lana
P0511,Bufanda de lana,1,60.11,2024-01-22 06:00:00,Rojo,M,Online,Urban Trends,HighTech Materials S.A.,China,Poliéster
P0512,Zapatos de cuero,23,99.58,2024-01-22 07:00:00,Verde,M,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Algodón
P0513,Bufanda de lana,28,95.64,2024-01-22 08:00:00,Azul,L,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Poliéster
P0514,Camiseta algodón,32,34.45,2024-01-22 09:00:00,Rojo,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Cuero
P0515,Camiseta algodón,8,88.18,2024-01-22 10:00:00,Blanco,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Lana
P0516,Zapatos de cuero,26,45.14,2024-01-22 11:00:00,Verde,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Denim
P0517,Zapatos de cuero,14,16.41,2024-01-22 12:00:00,Azul,M,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Algodón
P0518,Pantalón denim,24,61.82,2024-01-22 13:00:00,Azul,L,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Denim
P0519,Camiseta algodón,48,97.93,2024-01-22 14:00:00,Blanco,L,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Poliéster
P0520,Zapatos de cuero,29,97.69,2024-01-22 15:00:00,Blanco,XL,Online,Urban Trends,HighTech Materials S.A.,China,Poliéster
P0521,Camiseta algodón,4,21.38,2024-01-22 16:00:00,Rojo,S,Online,Urban Trends,HighTech Materials S.A.,México,Cuero
P0522,Pantalón denim,18,79.41,2024-01-22 17:00:00,Rojo,S,Online,Urban Trends,Global Textiles Inc.,China,Poliéster
P0523,Vestido estampado,14,82.25,2024-01-22 18:00:00,Rojo,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Poliéster
P0524,Camiseta algodón,27,43.19,2024-01-22 19:00:00,Negro,XL,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Denim
P0525,Pantalón denim,41,69.27,2024-01-22 20:00:00,Verde,L,Tienda física,Classic Elegance,Global Textiles Inc.,India,Denim
P0526,Pantalón denim,47,53.93,2024-01-22 21:00:00,Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,China,Algodón
P0527,Pantalón denim,3,30.51,2024-01-22 22:00:00,Verde,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Algodón
P0528,Bufanda de lana,30,78.51,2024-01-22 23:00:00,Blanco,M,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Poliéster
P0529,Zapatos de cuero,36,33.65,2024-01-23 00:00:00,Verde,L,Online,Urban Trends,HighTech Materials S.A.,Turquía,Lana
P0530,Camiseta algodón,23,40.64,2024-01-23 01:00:00,Verde,S,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Algodón
P0531,Bufanda de lana,18,27.1,2024-01-23 02:00:00,Rojo,L,Online,Urban Trends,HighTech Materials S.A.,China,Poliéster
P0532,Camiseta algodón,46,74.73,2024-01-23 03:00:00,Blanco,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Denim
P0533,Bufanda de lana,47,51.29,2024-01-23 04:00:00,Verde,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Cuero
P0534,Zapatos de cuero,40,49.9,2024-01-23 05:00:00,Azul,M,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Denim
P0535,Pantalón denim,10,64.41,2024-01-23 06:00:00,Rojo,XL,Tienda física,Classic Elegance,Global Textiles Inc.,China,Denim
P0536,Camiseta algodón,12,24.15,2024-01-23 07:00:00,Verde,M,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Cuero
P0537,Pantalón denim,41,90.83,2024-01-23 08:00:00,Blanco,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Denim
P0538,Zapatos de cuero,8,51.86,2024-01-23 09:00:00,Azul,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Algodón
P0539,Camiseta algodón,32,42.99,2024-01-23 10:00:00,Blanco,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Denim
P0540,Vestido estampado,17,21.4,2024-01-23 11:00:00,Blanco,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Cuero
P0541,Vestido estampado,41,25.12,2024-01-23 12:00:00,Blanco,XL,Online,Urban Trends,HighTech Materials S.A.,China,Poliéster
P0542,Vestido estampado,45,92.83,2024-01-23 13:00:00,Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0543,Zapatos de cuero,14,51.1,2024-01-23 14:00:00,Azul,L,Online,Urban Trends,Eco Fabrics Ltd.,India,Poliéster
P0544,Vestido estampado,37,75,2024-01-23 15:00:00,Blanco,M,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Cuero
P0545,Camiseta algodón,9,17.25,2024-01-23 16:00:00,Negro,S,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Cuero
P0546,Vestido estampado,26,67.91,2024-01-23 17:00:00,Rojo,S,Online,Urban Trends,HighTech Materials S.A.,México,Algodón
P0547,Camiseta algodón,48,92.94,2024-01-23 18:00:00,Negro,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Cuero
P0548,Zapatos de cuero,24,37,2024-01-23 19:00:00,Rojo,S,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Poliéster
P0549,Pantalón denim,23,62.12,2024-01-23 20:00:00,Negro,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Cuero
P0550,Bufanda de lana,31,94.62,2024-01-23 21:00:00,Blanco,XL,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Lana
P0551,Vestido estampado,39,74.74,2024-01-23 22:00:00,Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Denim
P0552,Bufanda de lana,44,15.61,2024-01-23 23:00:00,Negro,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0553,Pantalón denim,2,44.09,2024-01-24 00:00:00,Blanco,M,Online,Urban Trends,HighTech Materials S.A.,China,Poliéster
P0554,Zapatos de cuero,18,17.72,2024-01-24 01:00:00,Rojo,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Poliéster
P0555,Zapatos de cuero,16,87.52,2024-01-24 02:00:00,Blanco,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Lana
P0556,Pantalón denim,29,65.95,2024-01-24 03:00:00,Azul,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0557,Bufanda de lana,11,96.07,2024-01-24 04:00:00,Negro,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0558,Vestido estampado,2,11.78,2024-01-24 05:00:00,Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Algodón
P0559,Camiseta algodón,14,48.08,2024-01-24 06:00:00,Blanco,L,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Algodón
P0560,Zapatos de cuero,4,19.39,2024-01-24 07:00:00,Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Poliéster
P0561,Pantalón denim,39,41.54,2024-01-24 08:00:00,Verde,M,Online,Urban Trends,Eco Fabrics Ltd.,México,Cuero
P0562,Bufanda de lana,34,24.57,2024-01-24 09:00:00,Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Denim
P0563,Vestido estampado,46,39.59,2024-01-24 10:00:00,Verde,XL,Tienda física,Classic Elegance,Global Textiles Inc.,India,Algodón
P0564,Bufanda de lana,39,83.73,2024-01-24 11:00:00,Azul,XL,Online,Urban Trends,Eco Fabrics Ltd.,México,Lana
P0565,Vestido estampado,9,24.46,2024-01-24 12:00:00,Verde,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Poliéster
P0566,Camiseta algodón,40,52.63,2024-01-24 13:00:00,Verde,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Cuero
P0567,Camiseta algodón,41,92.94,2024-01-24 14:00:00,Azul,L,Tienda física,Classic Elegance,Global Textiles Inc.,México,Cuero
P0568,Pantalón denim,7,99.89,2024-01-24 15:00:00,Blanco,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Poliéster
P0569,Pantalón denim,17,32.56,2024-01-24 16:00:00,Rojo,XL,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Algodón
P0570,Vestido estampado,23,94.2,2024-01-24 17:00:00,Blanco,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Poliéster
P0571,Vestido estampado,45,33.52,2024-01-24 18:00:00,Rojo,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Cuero
P0572,Vestido estampado,11,47.22,2024-01-24 19:00:00,Azul,M,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Cuero
P0573,Vestido estampado,22,89.01,2024-01-24 20:00:00,Negro,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Lana
P0574,Camiseta algodón,18,80.76,2024-01-24 21:00:00,Blanco,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Lana
P0575,Pantalón denim,49,87.17,2024-01-24 22:00:00,Verde,S,Online,Urban Trends,HighTech Materials S.A.,Turquía,Cuero
