ID_Producto,Producto,Cantidad,Precio_Total,Fecha_de_Venta,Color,Tamaño,Canal_de_Venta,Marca,Proveedor,Pais_de_Origen,Material
P0379,Zapatos de cuero,7,281.54,"Tuesday, 16 January 2024",Azul,S,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Algodón
P0380,Vestido estampado,47,1793.05,"Tuesday, 16 January 2024",Verde,XL,Online,Modern Fusion,HighTech Materials S.A.,India,Algodón
P0381,Camiseta algodón,31,788.95,"Tuesday, 16 January 2024",Blanco,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Lana
P0382,Vestido estampado,17,648.55,"Tuesday, 16 January 2024",Rojo,M,Online,Modern Fusion,Eco Fabrics Ltd.,India,Denim
P0383,Bufanda de lana,7,369.6,"Tuesday, 16 January 2024",Verde,L,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Cuero
P0384,Vestido estampado,19,724.85,"Tuesday, 16 January 2024",Rojo,L,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Algodón
P0385,Vestido estampado,28,1068.2,"Wednesday, 17 January 2024",Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Lana
P0386,Zapatos de cuero,10,402.2,"Wednesday, 17 January 2024",Azul,XL,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Cuero
P0387,Zapatos de cuero,27,1085.94,"Wednesday, 17 January 2024",Blanco,XL,Online,Modern Fusion,Global Textiles Inc.,México,Poliéster
P0388,Zapatos de cuero,13,522.86,"Wednesday, 17 January 2024",Verde,XL,Online,Urban Trends,Eco Fabrics Ltd.,India,Algodón
P0389,Zapatos de cuero,2,80.44,"Wednesday, 17 January 2024",Verde,M,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Denim
P0390,Zapatos de cuero,22,884.84,"Wednesday, 17 January 2024",Azul,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Cuero
P0391,Vestido estampado,20,763,"Wednesday, 17 January 2024",Rojo,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Lana
P0392,Bufanda de lana,43,2270.4,"Wednesday, 17 January 2024",Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Denim
P0393,Zapatos de cuero,5,201.1,"Wednesday, 17 January 2024",Negro,M,Online,Urban Trends,HighTech Materials S.A.,Turquía,Poliéster
P0394,Bufanda de lana,6,316.8,"Wednesday, 17 January 2024",Azul,XL,Online,Modern Fusion,Global Textiles Inc.,Turquía,Denim
P0395,Bufanda de lana,35,1848,"Wednesday, 17 January 2024",Azul,M,Online,Modern Fusion,HighTech Materials S.A.,China,Lana
P0396,Pantalón denim,1,85.99,"Wednesday, 17 January 2024",Blanco,S,Online,Modern Fusion,Global Textiles Inc.,India,Poliéster
P0397,Pantalón denim,35,3009.65,"Wednesday, 17 January 2024",Rojo,M,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Lana
P0398,Camiseta algodón,3,76.35,"Wednesday, 17 January 2024",Verde,M,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Algodón
P0399,Pantalón denim,36,3095.64,"Wednesday, 17 January 2024",Azul,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Lana
P0400,Zapatos de cuero,7,281.54,"Wednesday, 17 January 2024",Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Denim
P0401,Bufanda de lana,29,1531.2,"Wednesday, 17 January 2024",Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,México,Algodón
P0402,Camiseta algodón,15,381.75,"Wednesday, 17 January 2024",Blanco,L,Online,Urban Trends,HighTech Materials S.A.,México,Algodón
P0403,Pantalón denim,11,945.89,"Wednesday, 17 January 2024",Verde,M,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Cuero
P0404,Vestido estampado,18,686.7,"Wednesday, 17 January 2024",Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Denim
P0405,Camiseta algodón,44,1119.8,"Wednesday, 17 January 2024",Blanco,S,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Denim
P0406,Zapatos de cuero,4,160.88,"Wednesday, 17 January 2024",Verde,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0407,Bufanda de lana,24,1267.2,"Wednesday, 17 January 2024",Rojo,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Lana
P0408,Zapatos de cuero,11,442.42,"Wednesday, 17 January 2024",Negro,S,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Lana
P0409,Zapatos de cuero,6,241.32,"Thursday, 18 January 2024",Azul,XL,Online,Modern Fusion,Global Textiles Inc.,Turquía,Denim
P0410,Vestido estampado,18,686.7,"Thursday, 18 January 2024",Verde,XL,Online,Modern Fusion,Eco Fabrics Ltd.,México,Lana
P0411,Vestido estampado,15,572.25,"Thursday, 18 January 2024",Negro,L,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Denim
P0412,Bufanda de lana,3,158.4,"Thursday, 18 January 2024",Negro,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Algodón
P0413,Pantalón denim,17,1461.83,"Thursday, 18 January 2024",Verde,S,Online,Urban Trends,Eco Fabrics Ltd.,India,Lana
P0414,Zapatos de cuero,33,1327.26,"Thursday, 18 January 2024",Verde,XL,Online,Modern Fusion,Global Textiles Inc.,Bangladesh,Lana
P0415,Pantalón denim,34,2923.66,"Thursday, 18 January 2024",Verde,XL,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Denim
P0416,Bufanda de lana,30,1584,"Thursday, 18 January 2024",Blanco,M,Tienda física,Classic Elegance,Global Textiles Inc.,India,Denim
P0417,Zapatos de cuero,19,764.18,"Thursday, 18 January 2024",Rojo,L,Online,Modern Fusion,Global Textiles Inc.,México,Poliéster
P0418,Pantalón denim,9,773.91,"Thursday, 18 January 2024",Blanco,M,Tienda física,Classic Elegance,Global Textiles Inc.,China,Lana
P0419,Zapatos de cuero,40,1608.8,"Thursday, 18 January 2024",Negro,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Cuero
P0420,Vestido estampado,44,1678.6,"Thursday, 18 January 2024",Negro,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Denim
P0421,Vestido estampado,31,1182.65,"Thursday, 18 January 2024",Negro,S,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Cuero
P0422,Camiseta algodón,27,687.15,"Thursday, 18 January 2024",Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Algodón
P0423,Bufanda de lana,47,2481.6,"Thursday, 18 January 2024",Azul,M,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Algodón
P0424,Pantalón denim,25,2149.75,"Thursday, 18 January 2024",Blanco,XL,Online,Modern Fusion,Global Textiles Inc.,China,Cuero
P0425,Zapatos de cuero,7,281.54,"Thursday, 18 January 2024",Azul,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Algodón
P0426,Camiseta algodón,48,1221.6,"Thursday, 18 January 2024",Rojo,L,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Cuero
P0427,Bufanda de lana,7,369.6,"Thursday, 18 January 2024",Rojo,L,Online,Modern Fusion,HighTech Materials S.A.,India,Poliéster
P0428,Bufanda de lana,20,1056,"Thursday, 18 January 2024",Blanco,S,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Poliéster
P0429,Bufanda de lana,44,2323.2,"Thursday, 18 January 2024",Negro,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Algodón
P0430,Pantalón denim,49,4213.51,"Thursday, 18 January 2024",Rojo,S,Online,Modern Fusion,Global Textiles Inc.,China,Cuero
P0431,Vestido estampado,43,1640.45,"Thursday, 18 January 2024",Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Cuero
P0432,Camiseta algodón,36,916.2,"Thursday, 18 January 2024",Azul,XL,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Cuero
P0433,Pantalón denim,19,1633.81,"Friday, 19 January 2024",Verde,M,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Algodón
P0434,Zapatos de cuero,2,80.44,"Friday, 19 January 2024",Negro,S,Online,Modern Fusion,Global Textiles Inc.,México,Cuero
P0435,Pantalón denim,34,2923.66,"Friday, 19 January 2024",Verde,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Denim
P0436,Zapatos de cuero,17,683.74,"Friday, 19 January 2024",Blanco,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Cuero
P0437,Zapatos de cuero,24,965.28,"Friday, 19 January 2024",Rojo,M,Online,Urban Trends,Eco Fabrics Ltd.,China,Denim
P0438,Bufanda de lana,9,475.2,"Friday, 19 January 2024",Verde,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Poliéster
P0439,Pantalón denim,1,85.99,"Friday, 19 January 2024",Verde,M,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Denim
P0440,Vestido estampado,42,1602.3,"Friday, 19 January 2024",Blanco,S,Tienda física,Classic Elegance,Global Textiles Inc.,India,Poliéster
P0441,Zapatos de cuero,28,1126.16,"Friday, 19 January 2024",Azul,L,Online,Urban Trends,Global Textiles Inc.,India,Algodón
P0442,Bufanda de lana,15,792,"Friday, 19 January 2024",Azul,S,Online,Modern Fusion,Global Textiles Inc.,Turquía,Poliéster
P0443,Vestido estampado,21,801.15,"Friday, 19 January 2024",Blanco,M,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Poliéster
P0444,Pantalón denim,15,1289.85,"Friday, 19 January 2024",Azul,L,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Cuero
P0445,Vestido estampado,23,877.45,"Friday, 19 January 2024",Blanco,XL,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Lana
P0446,Pantalón denim,2,171.98,"Friday, 19 January 2024",Azul,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Poliéster
P0447,Zapatos de cuero,46,1850.12,"Friday, 19 January 2024",Blanco,M,Online,Urban Trends,Global Textiles Inc.,Turquía,Denim
P0448,Camiseta algodón,36,916.2,"Friday, 19 January 2024",Azul,M,Online,Urban Trends,HighTech Materials S.A.,China,Algodón
P0449,Camiseta algodón,9,229.05,"Friday, 19 January 2024",Verde,L,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Denim
P0450,Zapatos de cuero,2,80.44,"Friday, 19 January 2024",Verde,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Algodón
P0451,Vestido estampado,2,76.3,"Friday, 19 January 2024",Azul,XL,Tienda física,Classic Elegance,Global Textiles Inc.,India,Denim
P0452,Pantalón denim,18,1547.82,"Friday, 19 January 2024",Blanco,XL,Online,Modern Fusion,Global Textiles Inc.,Bangladesh,Poliéster
P0453,Camiseta algodón,17,432.65,"Friday, 19 January 2024",Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Lana
P0454,Pantalón denim,41,3525.59,"Friday, 19 January 2024",Rojo,L,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Poliéster
P0455,Zapatos de cuero,8,321.76,"Friday, 19 January 2024",Azul,XL,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Cuero
P0456,Vestido estampado,34,1297.1,"Friday, 19 January 2024",Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Denim
P0457,Pantalón denim,34,2923.66,"Saturday, 20 January 2024",Rojo,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Lana
P0458,Vestido estampado,5,190.75,"Saturday, 20 January 2024",Negro,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0459,Camiseta algodón,44,1119.8,"Saturday, 20 January 2024",Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Cuero
P0460,Pantalón denim,29,2493.71,"Saturday, 20 January 2024",Rojo,M,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Cuero
P0461,Bufanda de lana,28,1478.4,"Saturday, 20 January 2024",Negro,M,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Cuero
P0462,Camiseta algodón,16,407.2,"Saturday, 20 January 2024",Negro,M,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0463,Vestido estampado,14,534.1,"Saturday, 20 January 2024",Negro,L,Online,Modern Fusion,Global Textiles Inc.,Bangladesh,Poliéster
P0464,Zapatos de cuero,2,80.44,"Saturday, 20 January 2024",Blanco,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Lana
P0465,Bufanda de lana,40,2112,"Saturday, 20 January 2024",Negro,M,Online,Urban Trends,HighTech Materials S.A.,Turquía,Cuero
P0466,Pantalón denim,4,343.96,"Saturday, 20 January 2024",Blanco,S,Online,Urban Trends,Eco Fabrics Ltd.,China,Poliéster
P0467,Camiseta algodón,41,1043.45,"Saturday, 20 January 2024",Azul,L,Online,Modern Fusion,Global Textiles Inc.,China,Algodón
P0468,Pantalón denim,31,2665.69,"Saturday, 20 January 2024",Blanco,XL,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Algodón
P0469,Pantalón denim,26,2235.74,"Saturday, 20 January 2024",Azul,XL,Online,Modern Fusion,Eco Fabrics Ltd.,México,Poliéster
P0470,Bufanda de lana,27,1425.6,"Saturday, 20 January 2024",Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Lana
P0471,Bufanda de lana,34,1795.2,"Saturday, 20 January 2024",Negro,L,Online,Urban Trends,Global Textiles Inc.,México,Denim
P0472,Bufanda de lana,31,1636.8,"Saturday, 20 January 2024",Azul,S,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Cuero
P0473,Bufanda de lana,48,2534.4,"Saturday, 20 January 2024",Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Poliéster
P0474,Zapatos de cuero,11,442.42,"Saturday, 20 January 2024",Blanco,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Lana
P0475,Vestido estampado,8,305.2,"Saturday, 20 January 2024",Rojo,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0476,Bufanda de lana,12,633.6,"Saturday, 20 January 2024",Negro,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Lana
P0477,Camiseta algodón,35,890.75,"Saturday, 20 January 2024",Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,China,Denim
P0478,Pantalón denim,45,3869.55,"Saturday, 20 January 2024",Blanco,XL,Online,Urban Trends,Global Textiles Inc.,México,Algodón
P0479,Bufanda de lana,34,1795.2,"Saturday, 20 January 2024",Negro,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Denim
P0480,Camiseta algodón,13,330.85,"Saturday, 20 January 2024",Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,India,Algodón
P0481,Zapatos de cuero,27,1085.94,"Sunday, 21 January 2024",Negro,M,Online,Modern Fusion,Global Textiles Inc.,Turquía,Cuero
P0482,Camiseta algodón,8,203.6,"Sunday, 21 January 2024",Blanco,L,Online,Modern Fusion,HighTech Materials S.A.,India,Poliéster
P0483,Camiseta algodón,47,1196.15,"Sunday, 21 January 2024",Verde,M,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Algodón
P0484,Zapatos de cuero,21,844.62,"Sunday, 21 January 2024",Azul,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Lana
P0485,Zapatos de cuero,41,1649.02,"Sunday, 21 January 2024",Negro,M,Online,Modern Fusion,Eco Fabrics Ltd.,China,Denim
P0486,Pantalón denim,11,945.89,"Sunday, 21 January 2024",Rojo,XL,Online,Modern Fusion,Eco Fabrics Ltd.,India,Lana
P0487,Bufanda de lana,22,1161.6,"Sunday, 21 January 2024",Negro,XL,Online,Modern Fusion,HighTech Materials S.A.,China,Algodón
P0488,Camiseta algodón,21,534.45,"Sunday, 21 January 2024",Blanco,XL,Online,Modern Fusion,Global Textiles Inc.,India,Lana
P0489,Vestido estampado,28,1068.2,"Sunday, 21 January 2024",Blanco,S,Online,Urban Trends,HighTech Materials S.A.,México,Denim
P0490,Vestido estampado,3,114.45,"Sunday, 21 January 2024",Rojo,L,Online,Modern Fusion,HighTech Materials S.A.,México,Poliéster
P0491,Pantalón denim,7,601.93,"Sunday, 21 January 2024",Azul,XL,Online,Modern Fusion,Global Textiles Inc.,India,Lana
P0492,Vestido estampado,14,534.1,"Sunday, 21 January 2024",Blanco,XL,Online,Modern Fusion,Global Textiles Inc.,China,Cuero
P0493,Pantalón denim,15,1289.85,"Sunday, 21 January 2024",Azul,M,Online,Modern Fusion,HighTech Materials S.A.,México,Denim
P0494,Bufanda de lana,9,475.2,"Sunday, 21 January 2024",Azul,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Denim
P0495,Pantalón denim,43,3697.57,"Sunday, 21 January 2024",Negro,S,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Cuero
P0496,Zapatos de cuero,7,281.54,"Sunday, 21 January 2024",Azul,S,Online,Modern Fusion,Global Textiles Inc.,China,Algodón
P0497,Zapatos de cuero,12,482.64,"Sunday, 21 January 2024",Blanco,M,Online,Urban Trends,Global Textiles Inc.,India,Cuero
P0498,Zapatos de cuero,19,764.18,"Sunday, 21 January 2024",Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Algodón
P0499,Zapatos de cuero,27,1085.94,"Sunday, 21 January 2024",Verde,M,Online,Modern Fusion,Global Textiles Inc.,Turquía,Poliéster
P0500,Zapatos de cuero,18,723.96,"Sunday, 21 January 2024",Azul,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Algodón
P0501,Zapatos de cuero,13,522.86,"Sunday, 21 January 2024",Verde,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Poliéster
P0502,Zapatos de cuero,43,1729.46,"Sunday, 21 January 2024",Negro,M,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Poliéster
P0503,Zapatos de cuero,1,40.22,"Sunday, 21 January 2024",Verde,XL,Online,Urban Trends,Eco Fabrics Ltd.,China,Cuero
P0504,Zapatos de cuero,38,1528.36,"Sunday, 21 January 2024",Azul,S,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Poliéster
P0505,Bufanda de lana,21,1108.8,"Monday, 22 January 2024",Blanco,L,Online,Modern Fusion,Eco Fabrics Ltd.,India,Algodón
P0506,Zapatos de cuero,34,1367.48,"Monday, 22 January 2024",Negro,L,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Lana
P0507,Pantalón denim,13,1117.87,"Monday, 22 January 2024",Azul,XL,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Denim
P0508,Bufanda de lana,45,2376,"Monday, 22 January 2024",Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Denim
P0509,Vestido estampado,41,1564.15,"Monday, 22 January 2024",Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Algodón
P0510,Camiseta algodón,23,585.35,"Monday, 22 January 2024",Azul,L,Online,Urban Trends,HighTech Materials S.A.,Turquía,Lana
P0511,Bufanda de lana,1,52.8,"Monday, 22 January 2024",Rojo,M,Online,Modern Fusion,HighTech Materials S.A.,China,Poliéster
P0512,Zapatos de cuero,23,925.06,"Monday, 22 January 2024",Verde,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Algodón
P0513,Bufanda de lana,28,1478.4,"Monday, 22 January 2024",Azul,L,Online,Modern Fusion,Global Textiles Inc.,México,Poliéster
P0514,Camiseta algodón,32,814.4,"Monday, 22 January 2024",Rojo,M,Online,Modern Fusion,Global Textiles Inc.,China,Cuero
P0515,Camiseta algodón,8,203.6,"Monday, 22 January 2024",Blanco,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Lana
P0516,Zapatos de cuero,26,1045.72,"Monday, 22 January 2024",Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0517,Zapatos de cuero,14,563.08,"Monday, 22 January 2024",Azul,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Algodón
P0518,Pantalón denim,24,2063.76,"Monday, 22 January 2024",Azul,L,Online,Modern Fusion,HighTech Materials S.A.,México,Denim
P0519,Camiseta algodón,48,1221.6,"Monday, 22 January 2024",Blanco,L,Online,Urban Trends,Global Textiles Inc.,India,Poliéster
P0520,Zapatos de cuero,29,1166.38,"Monday, 22 January 2024",Blanco,XL,Online,Modern Fusion,HighTech Materials S.A.,China,Poliéster
P0521,Camiseta algodón,4,101.8,"Monday, 22 January 2024",Rojo,S,Online,Urban Trends,HighTech Materials S.A.,México,Cuero
P0522,Pantalón denim,18,1547.82,"Monday, 22 January 2024",Rojo,S,Online,Modern Fusion,Global Textiles Inc.,China,Poliéster
P0523,Vestido estampado,14,534.1,"Monday, 22 January 2024",Rojo,XL,Online,Modern Fusion,Eco Fabrics Ltd.,México,Poliéster
P0524,Camiseta algodón,27,687.15,"Monday, 22 January 2024",Negro,XL,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Denim
P0525,Pantalón denim,41,3525.59,"Monday, 22 January 2024",Verde,L,Online,Urban Trends,Global Textiles Inc.,India,Denim
P0526,Pantalón denim,47,4041.53,"Monday, 22 January 2024",Azul,S,Online,Urban Trends,Global Textiles Inc.,China,Algodón
P0527,Pantalón denim,3,257.97,"Monday, 22 January 2024",Verde,XL,Online,Urban Trends,HighTech Materials S.A.,India,Algodón
P0528,Bufanda de lana,30,1584,"Monday, 22 January 2024",Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Poliéster
P0529,Zapatos de cuero,36,1447.92,"Tuesday, 23 January 2024",Verde,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Lana
P0530,Camiseta algodón,23,585.35,"Tuesday, 23 January 2024",Verde,S,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Algodón
P0531,Bufanda de lana,18,950.4,"Tuesday, 23 January 2024",Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Poliéster
P0532,Camiseta algodón,46,1170.7,"Tuesday, 23 January 2024",Blanco,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0533,Bufanda de lana,47,2481.6,"Tuesday, 23 January 2024",Verde,M,Online,Modern Fusion,Global Textiles Inc.,China,Cuero
P0534,Zapatos de cuero,40,1608.8,"Tuesday, 23 January 2024",Azul,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Denim
P0535,Pantalón denim,10,859.9,"Tuesday, 23 January 2024",Rojo,XL,Online,Modern Fusion,Global Textiles Inc.,China,Denim
P0536,Camiseta algodón,12,305.4,"Tuesday, 23 January 2024",Verde,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Cuero
P0537,Pantalón denim,41,3525.59,"Tuesday, 23 January 2024",Blanco,S,Online,Modern Fusion,Global Textiles Inc.,México,Denim
P0538,Zapatos de cuero,8,321.76,"Tuesday, 23 January 2024",Azul,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Algodón
P0539,Camiseta algodón,32,814.4,"Tuesday, 23 January 2024",Blanco,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Denim
P0540,Vestido estampado,17,648.55,"Tuesday, 23 January 2024",Blanco,S,Online,Modern Fusion,Global Textiles Inc.,México,Cuero
P0541,Vestido estampado,41,1564.15,"Tuesday, 23 January 2024",Blanco,XL,Online,Modern Fusion,HighTech Materials S.A.,China,Poliéster
P0542,Vestido estampado,45,1716.75,"Tuesday, 23 January 2024",Negro,M,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Poliéster
P0543,Zapatos de cuero,14,563.08,"Tuesday, 23 January 2024",Azul,L,Online,Modern Fusion,Eco Fabrics Ltd.,India,Poliéster
P0544,Vestido estampado,37,1411.55,"Tuesday, 23 January 2024",Blanco,M,Online,Modern Fusion,Global Textiles Inc.,Bangladesh,Cuero
P0545,Camiseta algodón,9,229.05,"Tuesday, 23 January 2024",Negro,S,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Cuero
P0546,Vestido estampado,26,991.9,"Tuesday, 23 January 2024",Rojo,S,Online,Modern Fusion,HighTech Materials S.A.,México,Algodón
P0547,Camiseta algodón,48,1221.6,"Tuesday, 23 January 2024",Negro,XL,Online,Urban Trends,HighTech Materials S.A.,India,Cuero
P0548,Zapatos de cuero,24,965.28,"Tuesday, 23 January 2024",Rojo,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Poliéster
P0549,Pantalón denim,23,1977.77,"Tuesday, 23 January 2024",Negro,XL,Online,Modern Fusion,HighTech Materials S.A.,México,Cuero
P0550,Bufanda de lana,31,1636.8,"Tuesday, 23 January 2024",Blanco,XL,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Lana
P0551,Vestido estampado,39,1487.85,"Tuesday, 23 January 2024",Negro,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Denim
P0552,Bufanda de lana,44,2323.2,"Tuesday, 23 January 2024",Negro,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Algodón
P0553,Pantalón denim,2,171.98,"Wednesday, 24 January 2024",Blanco,M,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Poliéster
P0554,Zapatos de cuero,18,723.96,"Wednesday, 24 January 2024",Rojo,L,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Poliéster
P0555,Zapatos de cuero,16,643.52,"Wednesday, 24 January 2024",Blanco,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Lana
P0556,Pantalón denim,29,2493.71,"Wednesday, 24 January 2024",Azul,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0557,Bufanda de lana,11,580.8,"Wednesday, 24 January 2024",Negro,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Denim
P0558,Vestido estampado,2,76.3,"Wednesday, 24 January 2024",Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Algodón
P0559,Camiseta algodón,14,356.3,"Wednesday, 24 January 2024",Blanco,L,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Algodón
P0560,Zapatos de cuero,4,160.88,"Wednesday, 24 January 2024",Blanco,S,Online,Modern Fusion,HighTech Materials S.A.,México,Poliéster
P0561,Pantalón denim,39,3353.61,"Wednesday, 24 January 2024",Verde,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Cuero
P0562,Bufanda de lana,34,1795.2,"Wednesday, 24 January 2024",Azul,S,Online,Modern Fusion,Global Textiles Inc.,México,Denim
P0563,Vestido estampado,46,1754.9,"Wednesday, 24 January 2024",Verde,XL,Online,Modern Fusion,Global Textiles Inc.,India,Algodón
P0564,Bufanda de lana,39,2059.2,"Wednesday, 24 January 2024",Azul,XL,Online,Modern Fusion,Eco Fabrics Ltd.,México,Lana
P0565,Vestido estampado,9,343.35,"Wednesday, 24 January 2024",Verde,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Poliéster
P0566,Camiseta algodón,40,1018,"Wednesday, 24 January 2024",Verde,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Cuero
P0567,Camiseta algodón,41,1043.45,"Wednesday, 24 January 2024",Azul,L,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Cuero
P0568,Pantalón denim,7,601.93,"Wednesday, 24 January 2024",Blanco,M,Online,Urban Trends,Eco Fabrics Ltd.,India,Poliéster
